node,tileidx,ratioidx,c_o,dim,tilestart,tilecurrent,domainx,domainy,partx,party,time
16,3,9,c,1,200000000,3200000000,2500,1280000,8,8,0.241
16,3,9,c,2,200000000,3200000000,2500,1280000,8,8,0.36
16,4,0,o,1,300000000,4800000000,69282,69283,8,8,0.271
16,4,0,o,2,300000000,4800000000,69282,69283,8,8,0.265
16,4,0,c,1,300000000,4800000000,69282,69283,8,8,0.27
16,4,0,c,2,300000000,4800000000,69282,69283,8,8,0.266
16,4,1,o,1,300000000,4800000000,48989,97980,4,16,0.273
16,4,1,o,2,300000000,4800000000,48989,97980,4,16,0.261
16,4,1,c,1,300000000,4800000000,48989,97980,8,8,0.268
16,4,1,c,2,300000000,4800000000,48989,97980,8,8,0.267
16,4,2,o,1,300000000,4800000000,34641,138565,4,16,0.268
16,4,2,o,2,300000000,4800000000,34641,138565,4,16,0.2595
16,4,2,c,1,300000000,4800000000,34641,138565,8,8,0.268
16,4,2,c,2,300000000,4800000000,34641,138565,8,8,0.271
16,4,3,o,1,300000000,4800000000,24494,195960,2,32,0.252
16,4,3,c,1,300000000,4800000000,24494,195960,8,8,0.268
16,4,3,c,2,300000000,4800000000,24494,195960,8,8,0.278
16,4,4,o,1,300000000,4800000000,17320,277129,2,32,0.2485
16,4,4,c,1,300000000,4800000000,17320,277129,8,8,0.2715
16,4,4,c,2,300000000,4800000000,17320,277129,8,8,0.288
16,4,5,o,1,300000000,4800000000,12247,391919,1,64,0.238
16,4,5,c,1,300000000,4800000000,12247,391919,8,8,0.273
16,4,5,c,2,300000000,4800000000,12247,391919,8,8,0.3
16,4,6,o,1,300000000,4800000000,8660,554257,1,64,0.237
16,4,6,c,1,300000000,4800000000,8660,554257,8,8,0.2775
16,4,6,c,2,300000000,4800000000,8660,554257,8,8,0.323
16,4,7,o,1,300000000,4800000000,6123,783837,1,64,0.236
16,4,7,c,1,300000000,4800000000,6123,783837,8,8,0.2875
16,4,7,c,2,300000000,4800000000,6123,783837,8,8,0.358
16,4,8,o,1,300000000,4800000000,4330,1108513,1,64,0.237
16,4,8,c,1,300000000,4800000000,4330,1108513,8,8,0.304
16,4,8,c,2,300000000,4800000000,4330,1108513,8,8,0.404
16,4,9,o,1,300000000,4800000000,3061,1567674,1,64,0.235
16,4,9,c,1,300000000,4800000000,3061,1567674,8,8,0.326
16,4,9,c,2,300000000,4800000000,3061,1567674,8,8,0.468
16,5,0,o,1,400000000,6400000000,80000,80000,8,8,0.339
16,5,0,o,2,400000000,6400000000,80000,80000,8,8,0.333
16,5,0,c,1,400000000,6400000000,80000,80000,8,8,0.339
16,5,0,c,2,400000000,6400000000,80000,80000,8,8,0.333
16,5,1,o,1,400000000,6400000000,56568,113138,4,16,0.342
16,5,1,o,2,400000000,6400000000,56568,113138,4,16,0.329
16,5,1,c,1,400000000,6400000000,56568,113138,8,8,0.337
16,5,1,c,2,400000000,6400000000,56568,113138,8,8,0.335
16,5,2,o,1,400000000,6400000000,40000,160000,4,16,0.334
16,5,2,o,2,400000000,6400000000,40000,160000,4,16,0.327
16,5,2,c,1,400000000,6400000000,40000,160000,8,8,0.3355
16,5,2,c,2,400000000,6400000000,40000,160000,8,8,0.339
16,5,3,o,1,400000000,6400000000,28284,226275,2,32,0.321
16,5,3,c,1,400000000,6400000000,28284,226275,8,8,0.337
16,5,3,c,2,400000000,6400000000,28284,226275,8,8,0.348
16,5,4,o,1,400000000,6400000000,20000,320000,2,32,0.3155
16,5,4,c,1,400000000,6400000000,20000,320000,8,8,0.3405
16,5,4,c,2,400000000,6400000000,20000,320000,8,8,0.36
16,5,5,o,1,400000000,6400000000,14142,452549,1,64,0.307
16,5,5,c,1,400000000,6400000000,14142,452549,8,8,0.343
16,5,5,c,2,400000000,6400000000,14142,452549,8,8,0.3785
16,5,6,o,1,400000000,6400000000,10000,640000,1,64,0.304
16,5,6,c,1,400000000,6400000000,10000,640000,8,8,0.349
16,5,6,c,2,400000000,6400000000,10000,640000,8,8,0.406
16,5,7,o,1,400000000,6400000000,7071,905097,1,64,0.302
16,5,7,c,1,400000000,6400000000,7071,905097,8,8,0.3605
16,5,7,c,2,400000000,6400000000,7071,905097,8,8,0.445
16,5,8,o,1,400000000,6400000000,5000,1280000,1,64,0.303
16,5,8,c,1,400000000,6400000000,5000,1280000,8,8,0.373
16,5,8,c,2,400000000,6400000000,5000,1280000,8,8,0.495
16,5,9,o,1,400000000,6400000000,3535,1810194,1,64,0.3015
16,5,9,c,1,400000000,6400000000,3535,1810194,8,8,0.4
16,5,9,c,2,400000000,6400000000,3535,1810194,8,8,0.571
32,0,0,o,1,1000000,32000000,5656,5657,8,16,0.117
32,0,0,o,2,1000000,32000000,5656,5657,8,16,0.112
32,0,0,c,1,1000000,32000000,5656,5657,16,8,0.122
32,0,0,c,2,1000000,32000000,5656,5657,16,8,0.1135
32,0,1,o,1,1000000,32000000,4000,8000,8,16,0.117
32,0,1,o,2,1000000,32000000,4000,8000,8,16,0.112
32,0,1,c,1,1000000,32000000,4000,8000,16,8,0.122
32,0,1,c,2,1000000,32000000,4000,8000,16,8,0.1135
32,0,2,o,1,1000000,32000000,2828,11314,4,32,0.111
32,0,2,o,2,1000000,32000000,2828,11314,4,32,0.101
32,0,2,c,1,1000000,32000000,2828,11314,16,8,0.122
32,0,2,c,2,1000000,32000000,2828,11314,16,8,0.1135
32,0,3,o,1,1000000,32000000,2000,16000,4,32,0.111
32,0,3,o,2,1000000,32000000,2000,16000,4,32,0.101
32,0,3,c,1,1000000,32000000,2000,16000,16,8,0.122
32,0,3,c,2,1000000,32000000,2000,16000,16,8,0.113
32,0,4,o,1,1000000,32000000,1414,22628,2,64,0.089
32,0,4,c,1,1000000,32000000,1414,22628,16,8,0.122
32,0,4,c,2,1000000,32000000,1414,22628,16,8,0.113
32,0,5,o,1,1000000,32000000,1000,32000,2,64,0.09
32,0,5,c,1,1000000,32000000,1000,32000,16,8,0.121
32,0,5,c,2,1000000,32000000,1000,32000,16,8,0.113
32,0,6,o,1,1000000,32000000,707,45255,1,128,0.074
32,0,6,c,1,1000000,32000000,707,45255,16,8,0.122
32,0,6,c,2,1000000,32000000,707,45255,16,8,0.113
32,0,7,o,1,1000000,32000000,500,64000,1,128,0.074
32,0,7,c,1,1000000,32000000,500,64000,16,8,0.122
32,0,7,c,2,1000000,32000000,500,64000,16,8,0.113
32,0,8,o,1,1000000,32000000,353,90510,1,128,0.074
32,0,8,c,1,1000000,32000000,353,90510,16,8,0.122
32,0,8,c,2,1000000,32000000,353,90510,16,8,0.113
32,0,9,o,1,1000000,32000000,250,128000,1,128,0.074
32,0,9,c,1,1000000,32000000,250,128000,16,8,0.122
32,0,9,c,2,1000000,32000000,250,128000,16,8,0.1135
32,1,0,o,1,25000000,800000000,28284,28285,8,16,0.113
32,1,0,o,2,25000000,800000000,28284,28285,8,16,0.1105
32,1,0,c,1,25000000,800000000,28284,28285,16,8,0.119
32,1,0,c,2,25000000,800000000,28284,28285,16,8,0.114
32,1,1,o,1,25000000,800000000,20000,40000,8,16,0.113
32,1,1,o,2,25000000,800000000,20000,40000,8,16,0.11
32,1,1,c,1,25000000,800000000,20000,40000,16,8,0.118
32,1,1,c,2,25000000,800000000,20000,40000,16,8,0.114
32,1,2,o,1,25000000,800000000,14142,56569,4,32,0.107
32,1,2,o,2,25000000,800000000,14142,56569,4,32,0.097
32,1,2,c,1,25000000,800000000,14142,56569,16,8,0.118
32,1,2,c,2,25000000,800000000,14142,56569,16,8,0.114
32,1,3,o,1,25000000,800000000,10000,80000,4,32,0.107
32,1,3,o,2,25000000,800000000,10000,80000,4,32,0.097
32,1,3,c,1,25000000,800000000,10000,80000,16,8,0.118
32,1,3,c,2,25000000,800000000,10000,80000,16,8,0.1135
32,1,4,o,1,25000000,800000000,7071,113138,2,64,0.085
32,1,4,c,1,25000000,800000000,7071,113138,16,8,0.118
32,1,4,c,2,25000000,800000000,7071,113138,16,8,0.114
32,1,5,o,1,25000000,800000000,5000,160000,2,64,0.0845
32,1,5,c,1,25000000,800000000,5000,160000,16,8,0.118
32,1,5,c,2,25000000,800000000,5000,160000,16,8,0.114
32,1,6,o,1,25000000,800000000,3535,226275,1,128,0.07
32,1,6,c,1,25000000,800000000,3535,226275,16,8,0.117
32,1,6,c,2,25000000,800000000,3535,226275,16,8,0.113
32,1,7,o,1,25000000,800000000,2500,320000,1,128,0.07
32,1,7,c,1,25000000,800000000,2500,320000,16,8,0.119
32,1,7,c,2,25000000,800000000,2500,320000,16,8,0.1205
32,1,8,o,1,25000000,800000000,1767,452549,1,128,0.07
32,1,8,c,1,25000000,800000000,1767,452549,16,8,0.12
32,1,8,c,2,25000000,800000000,1767,452549,16,8,0.143
32,1,9,o,1,25000000,800000000,1250,640000,1,128,0.07
32,1,9,c,1,25000000,800000000,1250,640000,16,8,0.126
32,1,9,c,2,25000000,800000000,1250,640000,16,8,0.174
32,2,0,o,1,100000000,3200000000,56568,56569,8,16,0.1435
32,2,0,o,2,100000000,3200000000,56568,56569,8,16,0.136
32,2,0,c,1,100000000,3200000000,56568,56569,16,8,0.146
32,2,0,c,2,100000000,3200000000,56568,56569,16,8,0.1365
32,2,1,o,1,100000000,3200000000,40000,80000,8,16,0.142
32,2,1,o,2,100000000,3200000000,40000,80000,8,16,0.136
32,2,1,c,1,100000000,3200000000,40000,80000,16,8,0.145
32,2,1,c,2,100000000,3200000000,40000,80000,16,8,0.137
32,2,2,o,1,100000000,3200000000,28284,113138,4,32,0.138
32,2,2,o,2,100000000,3200000000,28284,113138,4,32,0.13
32,2,2,c,1,100000000,3200000000,28284,113138,16,8,0.146
32,2,2,c,2,100000000,3200000000,28284,113138,16,8,0.141
32,2,3,o,1,100000000,3200000000,20000,160000,4,32,0.137
32,2,3,o,2,100000000,3200000000,20000,160000,4,32,0.129
32,2,3,c,1,100000000,3200000000,20000,160000,16,8,0.146
32,2,3,c,2,100000000,3200000000,20000,160000,16,8,0.145
32,2,4,o,1,100000000,3200000000,14142,226275,2,64,0.129
32,2,4,c,1,100000000,3200000000,14142,226275,16,8,0.148
32,2,4,c,2,100000000,3200000000,14142,226275,16,8,0.154
32,2,5,o,1,100000000,3200000000,10000,320000,2,64,0.128
32,2,5,c,1,100000000,3200000000,10000,320000,16,8,0.153
32,2,5,c,2,100000000,3200000000,10000,320000,16,8,0.168
32,2,6,o,1,100000000,3200000000,7071,452549,1,128,0.118
32,2,6,c,1,100000000,3200000000,7071,452549,16,8,0.162
32,2,6,c,2,100000000,3200000000,7071,452549,16,8,0.195
32,2,7,o,1,100000000,3200000000,5000,640000,1,128,0.117
32,2,7,c,1,100000000,3200000000,5000,640000,16,8,0.177
32,2,7,c,2,100000000,3200000000,5000,640000,16,8,0.223
32,2,8,o,1,100000000,3200000000,3535,905097,1,128,0.1165
32,2,8,c,1,100000000,3200000000,3535,905097,16,8,0.1985
32,2,8,c,2,100000000,3200000000,3535,905097,16,8,0.264
32,2,9,o,1,100000000,3200000000,2500,1280000,1,128,0.117
32,2,9,c,1,100000000,3200000000,2500,1280000,16,8,0.2335
32,2,9,c,2,100000000,3200000000,2500,1280000,16,8,0.3185
32,3,0,o,1,200000000,6400000000,80000,80000,8,16,0.2555
32,3,0,o,2,200000000,6400000000,80000,80000,8,16,0.253
32,3,0,c,1,200000000,6400000000,80000,80000,16,8,0.2545
32,3,0,c,2,200000000,6400000000,80000,80000,16,8,0.2535
32,3,1,o,1,200000000,6400000000,56568,113138,8,16,0.256
32,3,1,o,2,200000000,6400000000,56568,113138,8,16,0.2525
32,3,1,c,1,200000000,6400000000,56568,113138,16,8,0.2545
32,3,1,c,2,200000000,6400000000,56568,113138,16,8,0.252
32,3,2,o,1,200000000,6400000000,40000,160000,4,32,0.254
32,3,2,o,2,200000000,6400000000,40000,160000,4,32,0.254
32,3,2,c,1,200000000,6400000000,40000,160000,16,8,0.2555
32,3,2,c,2,200000000,6400000000,40000,160000,16,8,0.2545
32,3,3,o,1,200000000,6400000000,28284,226275,4,32,0.2555
32,3,3,o,2,200000000,6400000000,28284,226275,4,32,0.252
32,3,3,c,1,200000000,6400000000,28284,226275,16,8,0.2535
32,3,3,c,2,200000000,6400000000,28284,226275,16,8,0.256
32,3,4,o,1,200000000,6400000000,20000,320000,2,64,0.253
32,3,4,c,1,200000000,6400000000,20000,320000,16,8,0.256
32,3,4,c,2,200000000,6400000000,20000,320000,16,8,0.2625
32,3,5,o,1,200000000,6400000000,14142,452549,2,64,0.253
32,3,5,c,1,200000000,6400000000,14142,452549,16,8,0.258
32,3,5,c,2,200000000,6400000000,14142,452549,16,8,0.2735
32,3,6,o,1,200000000,6400000000,10000,640000,1,128,0.249
32,3,6,c,1,200000000,6400000000,10000,640000,16,8,0.265
32,3,6,c,2,200000000,6400000000,10000,640000,16,8,0.2965
32,3,7,o,1,200000000,6400000000,7071,905097,1,128,0.25
32,3,7,c,1,200000000,6400000000,7071,905097,16,8,0.28
32,3,7,c,2,200000000,6400000000,7071,905097,16,8,0.334
32,3,8,o,1,200000000,6400000000,5000,1280000,1,128,0.251
32,3,8,c,1,200000000,6400000000,5000,1280000,16,8,0.305
32,3,8,c,2,200000000,6400000000,5000,1280000,16,8,0.3875
32,3,9,o,1,200000000,6400000000,3535,1810194,1,128,0.252
32,3,9,c,1,200000000,6400000000,3535,1810194,16,8,0.34
32,3,9,c,2,200000000,6400000000,3535,1810194,16,8,0.468
32,4,0,o,1,300000000,9600000000,97979,97980,8,16,0.2885
32,4,0,o,2,300000000,9600000000,97979,97980,8,16,0.281
32,4,0,c,1,300000000,9600000000,97979,97980,16,8,0.283
32,4,0,c,2,300000000,9600000000,97979,97980,16,8,0.276
32,4,1,o,1,300000000,9600000000,69282,138565,8,16,0.2805
32,4,1,o,2,300000000,9600000000,69282,138565,8,16,0.2755
32,4,1,c,1,300000000,9600000000,69282,138565,16,8,0.283
32,4,1,c,2,300000000,9600000000,69282,138565,16,8,0.284
32,4,2,o,1,300000000,9600000000,48989,195960,4,32,0.2795
32,4,2,o,2,300000000,9600000000,48989,195960,4,32,0.271
32,4,2,c,1,300000000,9600000000,48989,195960,16,8,0.284
32,4,2,c,2,300000000,9600000000,48989,195960,16,8,0.29
32,4,3,o,1,300000000,9600000000,34641,277129,4,32,0.276
32,4,3,o,2,300000000,9600000000,34641,277129,4,32,0.269
32,4,3,c,1,300000000,9600000000,34641,277129,16,8,0.289
32,4,3,c,2,300000000,9600000000,34641,277129,16,8,0.3015
32,4,4,o,1,300000000,9600000000,24494,391919,2,64,0.2615
32,4,4,c,1,300000000,9600000000,24494,391919,16,8,0.293
32,4,4,c,2,300000000,9600000000,24494,391919,16,8,0.314
32,4,5,o,1,300000000,9600000000,17320,554257,2,64,0.259
32,4,5,c,1,300000000,9600000000,17320,554257,16,8,0.305
32,4,5,c,2,300000000,9600000000,17320,554257,16,8,0.339
32,4,6,o,1,300000000,9600000000,12247,783837,1,128,0.246
32,4,6,c,1,300000000,9600000000,12247,783837,16,8,0.3235
32,4,6,c,2,300000000,9600000000,12247,783837,16,8,0.375
32,4,7,o,1,300000000,9600000000,8660,1108513,1,128,0.246
32,4,7,c,1,300000000,9600000000,8660,1108513,16,8,0.351
32,4,7,c,2,300000000,9600000000,8660,1108513,16,8,0.4235
32,4,8,o,1,300000000,9600000000,6123,1567674,1,128,0.243
32,4,8,c,1,300000000,9600000000,6123,1567674,16,8,0.3845
32,4,8,c,2,300000000,9600000000,6123,1567674,16,8,0.495
32,4,9,o,1,300000000,9600000000,4330,2217026,1,128,0.243
32,4,9,c,1,300000000,9600000000,4330,2217026,16,8,0.4355
32,4,9,c,2,300000000,9600000000,4330,2217026,16,8,0.594
32,5,0,o,1,400000000,12800000000,113137,113138,8,16,0.355
32,5,0,o,2,400000000,12800000000,113137,113138,8,16,0.344
32,5,0,c,1,400000000,12800000000,113137,113138,16,8,0.349
32,5,0,c,2,400000000,12800000000,113137,113138,16,8,0.345
32,5,1,o,1,400000000,12800000000,80000,160000,8,16,0.3485
32,5,1,o,2,400000000,12800000000,80000,160000,8,16,0.343
32,5,1,c,1,400000000,12800000000,80000,160000,16,8,0.351
32,5,1,c,2,400000000,12800000000,80000,160000,16,8,0.35
32,5,2,o,1,400000000,12800000000,56568,226275,4,32,0.35
32,5,2,o,2,400000000,12800000000,56568,226275,4,32,0.338
32,5,2,c,1,400000000,12800000000,56568,226275,16,8,0.353
32,5,2,c,2,400000000,12800000000,56568,226275,16,8,0.358
32,5,3,o,1,400000000,12800000000,40000,320000,4,32,0.343
32,5,3,o,2,400000000,12800000000,40000,320000,4,32,0.334
32,5,3,c,1,400000000,12800000000,40000,320000,16,8,0.3575
32,5,3,c,2,400000000,12800000000,40000,320000,16,8,0.37
32,5,4,o,1,400000000,12800000000,28284,452549,2,64,0.3265
32,5,4,c,1,400000000,12800000000,28284,452549,16,8,0.364
32,5,4,c,2,400000000,12800000000,28284,452549,16,8,0.39
32,5,5,o,1,400000000,12800000000,20000,640000,2,64,0.321
32,5,5,c,1,400000000,12800000000,20000,640000,16,8,0.377
32,5,5,c,2,400000000,12800000000,20000,640000,16,8,0.418
32,5,6,o,1,400000000,12800000000,14142,905097,1,128,0.314
32,5,6,c,1,400000000,12800000000,14142,905097,16,8,0.397
32,5,6,c,2,400000000,12800000000,14142,905097,16,8,0.459
32,5,7,o,1,400000000,12800000000,10000,1280000,1,128,0.308
32,5,7,c,1,400000000,12800000000,10000,1280000,16,8,0.4255
32,5,7,c,2,400000000,12800000000,10000,1280000,16,8,0.5145
32,5,8,o,1,400000000,12800000000,7071,1810194,1,128,0.307
32,5,8,c,1,400000000,12800000000,7071,1810194,16,8,0.467
32,5,8,c,2,400000000,12800000000,7071,1810194,16,8,0.599
32,5,9,o,1,400000000,12800000000,5000,2560000,1,128,0.309
32,5,9,c,1,400000000,12800000000,5000,2560000,16,8,0.529
32,5,9,c,2,400000000,12800000000,5000,2560000,16,8,0.715
64,0,0,o,1,1000000,64000000,8000,8000,16,16,0.15
64,0,0,o,2,1000000,64000000,8000,8000,16,16,0.1385
64,0,0,c,1,1000000,64000000,8000,8000,16,16,0.152
64,0,0,c,2,1000000,64000000,8000,8000,16,16,0.1385
64,0,1,o,1,1000000,64000000,5656,11314,8,32,0.145
64,0,1,o,2,1000000,64000000,5656,11314,8,32,0.1395
64,0,1,c,1,1000000,64000000,5656,11314,16,16,0.1525
64,0,1,c,2,1000000,64000000,5656,11314,16,16,0.14
64,0,2,o,1,1000000,64000000,4000,16000,8,32,0.144
64,0,2,o,2,1000000,64000000,4000,16000,8,32,0.14100000000000001
64,0,2,c,1,1000000,64000000,4000,16000,16,16,0.149
64,0,2,c,2,1000000,64000000,4000,16000,16,16,0.1415
64,0,3,o,1,1000000,64000000,2828,22628,4,64,0.138
64,0,3,o,2,1000000,64000000,2828,22628,4,64,0.1265
64,0,3,c,1,1000000,64000000,2828,22628,16,16,0.1495
64,0,3,c,2,1000000,64000000,2828,22628,16,16,0.139
64,0,4,o,1,1000000,64000000,2000,32000,4,64,0.1385
64,0,4,o,2,1000000,64000000,2000,32000,4,64,0.127
64,0,4,c,1,1000000,64000000,2000,32000,16,16,0.15
64,0,4,c,2,1000000,64000000,2000,32000,16,16,0.139
64,0,5,o,1,1000000,64000000,1414,45255,2,128,0.115
64,0,5,c,1,1000000,64000000,1414,45255,16,16,0.147
64,0,5,c,2,1000000,64000000,1414,45255,16,16,0.138
64,0,6,o,1,1000000,64000000,1000,64000,2,128,0.1155
64,0,6,c,1,1000000,64000000,1000,64000,16,16,0.1485
64,0,6,c,2,1000000,64000000,1000,64000,16,16,0.1395
64,0,7,o,1,1000000,64000000,707,90510,1,256,0.109
64,0,7,c,1,1000000,64000000,707,90510,16,16,0.15
64,0,7,c,2,1000000,64000000,707,90510,16,16,0.138
64,0,8,o,1,1000000,64000000,500,128000,1,256,0.112
64,0,8,c,1,1000000,64000000,500,128000,16,16,0.148
64,0,8,c,2,1000000,64000000,500,128000,16,16,0.139
64,0,9,o,1,1000000,64000000,353,181020,1,256,0.1025
64,0,9,c,1,1000000,64000000,353,181020,16,16,0.1505
64,0,9,c,2,1000000,64000000,353,181020,16,16,0.137
64,1,0,o,1,25000000,1600000000,40000,40000,16,16,0.144
64,1,0,o,2,25000000,1600000000,40000,40000,16,16,0.1385
64,1,0,c,1,25000000,1600000000,40000,40000,16,16,0.1425
64,1,0,c,2,25000000,1600000000,40000,40000,16,16,0.1355
64,1,1,o,1,25000000,1600000000,28284,56569,8,32,0.139
64,1,1,o,2,25000000,1600000000,28284,56569,8,32,0.134
64,1,1,c,1,25000000,1600000000,28284,56569,16,16,0.14
64,1,1,c,2,25000000,1600000000,28284,56569,16,16,0.1355
64,1,2,o,1,25000000,1600000000,20000,80000,8,32,0.139
64,1,2,o,2,25000000,1600000000,20000,80000,8,32,0.1345
64,1,2,c,1,25000000,1600000000,20000,80000,16,16,0.143
64,1,2,c,2,25000000,1600000000,20000,80000,16,16,0.136
64,1,3,o,1,25000000,1600000000,14142,113138,4,64,0.133
64,1,3,o,2,25000000,1600000000,14142,113138,4,64,0.121
64,1,3,c,1,25000000,1600000000,14142,113138,16,16,0.142
64,1,3,c,2,25000000,1600000000,14142,113138,16,16,0.137
64,1,4,o,1,25000000,1600000000,10000,160000,4,64,0.1315
64,1,4,o,2,25000000,1600000000,10000,160000,4,64,0.121
64,1,4,c,1,25000000,1600000000,10000,160000,16,16,0.143
64,1,4,c,2,25000000,1600000000,10000,160000,16,16,0.136
64,1,5,o,1,25000000,1600000000,7071,226275,2,128,0.11
64,1,5,c,1,25000000,1600000000,7071,226275,16,16,0.143
64,1,5,c,2,25000000,1600000000,7071,226275,16,16,0.135
64,1,6,o,1,25000000,1600000000,5000,320000,2,128,0.1115
64,1,6,c,1,25000000,1600000000,5000,320000,16,16,0.142
64,1,6,c,2,25000000,1600000000,5000,320000,16,16,0.137
64,1,7,o,1,25000000,1600000000,3535,452549,1,256,0.098
64,1,7,c,1,25000000,1600000000,3535,452549,16,16,0.143
64,1,7,c,2,25000000,1600000000,3535,452549,16,16,0.1355
64,1,8,o,1,25000000,1600000000,2500,640000,1,256,0.0965
64,1,8,c,1,25000000,1600000000,2500,640000,16,16,0.143
64,2,0,o,1,100000000,6400000000,80000,80000,16,16,0.1565
64,2,0,o,2,100000000,6400000000,80000,80000,16,16,0.15
64,2,0,c,1,100000000,6400000000,80000,80000,16,16,0.158
64,2,0,c,2,100000000,6400000000,80000,80000,16,16,0.148
64,2,1,o,1,100000000,6400000000,56568,113138,8,32,0.161
64,2,1,o,2,100000000,6400000000,56568,113138,8,32,0.148
64,2,1,c,1,100000000,6400000000,56568,113138,16,16,0.1565
64,2,1,c,2,100000000,6400000000,56568,113138,16,16,0.15
64,2,2,o,1,100000000,6400000000,40000,160000,8,32,0.159
64,2,2,o,2,100000000,6400000000,40000,160000,8,32,0.148
64,2,2,c,1,100000000,6400000000,40000,160000,16,16,0.158
64,2,2,c,2,100000000,6400000000,40000,160000,16,16,0.1495
64,2,3,o,1,100000000,6400000000,28284,226275,4,64,0.154
64,2,3,o,2,100000000,6400000000,28284,226275,4,64,0.144
64,2,3,c,1,100000000,6400000000,28284,226275,16,16,0.1545
64,2,3,c,2,100000000,6400000000,28284,226275,16,16,0.154
64,3,0,o,1,200000000,12800000000,113137,113138,16,16,0.263
64,3,0,o,2,200000000,12800000000,113137,113138,16,16,0.261
64,3,0,c,1,200000000,12800000000,113137,113138,16,16,0.2645
64,3,0,c,2,200000000,12800000000,113137,113138,16,16,0.2605
64,3,1,o,1,200000000,12800000000,80000,160000,8,32,0.265
64,3,1,o,2,200000000,12800000000,80000,160000,8,32,0.259
64,3,1,c,1,200000000,12800000000,80000,160000,16,16,0.264
64,3,1,c,2,200000000,12800000000,80000,160000,16,16,0.261
64,3,2,o,1,200000000,12800000000,56568,226275,8,32,0.264
64,3,2,o,2,200000000,12800000000,56568,226275,8,32,0.256
64,3,2,c,1,200000000,12800000000,56568,226275,16,16,0.262
64,3,2,c,2,200000000,12800000000,56568,226275,16,16,0.2635
64,3,3,o,1,200000000,12800000000,40000,320000,4,64,0.261
64,3,3,o,2,200000000,12800000000,40000,320000,4,64,0.261
64,4,0,o,1,300000000,19200000000,138564,138565,16,16,0.309
64,4,0,o,2,300000000,19200000000,138564,138565,16,16,0.296
64,4,0,c,1,300000000,19200000000,138564,138565,16,16,0.3065
64,4,0,c,2,300000000,19200000000,138564,138565,16,16,0.299
64,4,1,o,1,300000000,19200000000,97979,195960,8,32,0.31
64,4,1,o,2,300000000,19200000000,97979,195960,8,32,0.301
64,4,1,c,1,300000000,19200000000,97979,195960,16,16,0.306
64,4,1,c,2,300000000,19200000000,97979,195960,16,16,0.2975
64,4,2,o,1,300000000,19200000000,69282,277129,8,32,0.3055
64,4,2,o,2,300000000,19200000000,69282,277129,8,32,0.2975
64,4,2,c,1,300000000,19200000000,69282,277129,16,16,0.307
64,4,2,c,2,300000000,19200000000,69282,277129,16,16,0.302
